"3098"	"15"	1
"3099"	"10"	1
"3100"	"9"	1
"3100"	"15"	1
"3101"	"9"	1
"3101"	"15"	1
"3102"	"2"	1
"3102"	"7"	1
"3102"	"13"	1
"3103"	"4"	1
"3103"	"10"	1
"3104"	"2"	1
"3104"	"5"	1
"3104"	"7"	1
"3104"	"10"	1
"3104"	"13"	1
"3105"	"9"	1
"3105"	"15"	1
"3106"	"2"	1
"3106"	"3"	1
"3106"	"5"	1
"3106"	"6"	1
"3106"	"8"	1
"3106"	"9"	1
"3106"	"11"	1
"3106"	"12"	1
"3106"	"14"	1
"3106"	"15"	1
"3107"	"2"	1
"3107"	"5"	1
"3107"	"7"	1
"3107"	"10"	1
"3107"	"13"	1
"3108"	"6"	1
"3108"	"9"	1
"3108"	"12"	1
"3108"	"15"	1
"3109"	"2"	1
"3109"	"3"	1
"3109"	"5"	1
"3109"	"6"	1
"3109"	"8"	1
"3109"	"9"	1
"3109"	"11"	1
"3109"	"12"	1
"3109"	"13"	1
"3109"	"15"	1
"3110"	"2"	1
"3110"	"3"	1
"3110"	"5"	1
"3110"	"6"	1
"3110"	"7"	1
"3110"	"9"	1
"3110"	"10"	1
"3110"	"12"	1
"3110"	"13"	1
"3110"	"15"	1
"3111"	"2"	1
"3111"	"3"	1
"3111"	"9"	1
"3111"	"15"	1
"3112"	"2"	1
"3112"	"5"	1
"3112"	"11"	1
"3113"	"2"	1
"3113"	"4"	1
"3113"	"7"	1
"3113"	"10"	1
"3113"	"13"	1
"3114"	"10"	1
"3114"	"11"	1
"3114"	"13"	1
"3114"	"14"	1
"3116"	"7"	1
"3116"	"10"	1
"3116"	"13"	1
"3117"	"12"	1
"3197"	"9"	1
"3198"	"9"	1
"3199"	"5"	1
"3199"	"8"	1
"3199"	"11"	1
"3200"	"9"	1
"3200"	"15"	1
"3201"	"9"	1
"3201"	"15"	1
"3202"	"6"	1
"3202"	"9"	1
"3202"	"13"	1
"3202"	"15"	1
"3203"	"9"	1
"3203"	"15"	1
"3204"	"9"	1
"3204"	"15"	1
"3205"	"9"	1
"3205"	"15"	1
"3206"	"10"	1
"3207"	"10"	1
"3208"	"9"	1
"3208"	"15"	1
"3209"	"9"	1
"3209"	"15"	1
"3210"	"9"	1
"3210"	"15"	1
"3211"	"9"	1
"3211"	"15"	1
"3212"	"2"	1
"3212"	"5"	1
"3212"	"7"	1
"3212"	"10"	1
"3212"	"13"	1
"3213"	"2"	1
"3213"	"5"	1
"3213"	"8"	1
"3213"	"11"	1
"3213"	"14"	1
"3214"	"2"	1
"3214"	"3"	1
"3214"	"4"	1
"3214"	"6"	1
"3214"	"7"	1
"3214"	"9"	1
"3214"	"10"	1
"3214"	"12"	1
"3214"	"13"	1
"3214"	"15"	1
"3215"	"2"	1
"3215"	"5"	1
"3215"	"8"	1
"3215"	"11"	1
"3215"	"13"	1
"3216"	"6"	1
"3216"	"9"	1
"3216"	"12"	1
"3216"	"15"	1
"3217"	"13"	1
"3218"	"11"	1
"3219"	"2"	1
"3219"	"5"	1
"3219"	"8"	1
"3219"	"10"	1
"3219"	"13"	1
"3220"	"5"	1
"3220"	"8"	1
"3220"	"11"	1
"3220"	"14"	1
"3221"	"9"	1
"3221"	"12"	1
"3221"	"15"	1
"3222"	"5"	1
"3222"	"8"	1
"3222"	"11"	1
"3222"	"14"	1
"3223"	"3"	1
"3223"	"6"	1
"3223"	"8"	1
"3223"	"11"	1
"3223"	"14"	1
"3225"	"9"	1
"3225"	"12"	1
"3225"	"15"	1
"3226"	"7"	1
"3226"	"10"	1
"3226"	"13"	1
"3227"	"5"	1
"3227"	"8"	1
"3227"	"11"	1
"3227"	"14"	1
"3229"	"2"	1
"3229"	"4"	1
"3229"	"5"	1
"3229"	"7"	1
"3229"	"8"	1
"3229"	"10"	1
"3229"	"11"	1
"3229"	"13"	1
"3229"	"14"	1
"3234"	"9"	1
"3234"	"12"	1
"3234"	"15"	1
"3235"	"7"	1
"3235"	"10"	1
"3235"	"13"	1
"3303"	"9"	1
"3304"	"9"	1
"3305"	"11"	1
"3306"	"5"	1
"3306"	"8"	1
"3306"	"11"	1
"3307"	"6"	1
"3307"	"9"	1
"3308"	"5"	1
"3308"	"8"	1
"3308"	"11"	1
"3308"	"14"	1
"3309"	"9"	1
"3309"	"15"	1
"3310"	"9"	1
"3310"	"15"	1
"3311"	"10"	1
"3312"	"9"	1
"3312"	"15"	1
"3313"	"9"	1
"3313"	"15"	1
"3314"	"9"	1
"3314"	"15"	1
"3315"	"9"	1
"3315"	"15"	1
"3316"	"3"	1
"3316"	"6"	1
"3316"	"9"	1
"3316"	"12"	1
"3316"	"14"	1
"3317"	"4"	1
"3317"	"10"	1
"3318"	"2"	1
"3318"	"3"	1
"3318"	"4"	1
"3318"	"6"	1
"3318"	"7"	1
"3318"	"9"	1
"3318"	"10"	1
"3318"	"12"	1
"3318"	"13"	1
"3318"	"15"	1
"3319"	"6"	1
"3319"	"9"	1
"3319"	"12"	1
"3319"	"15"	1
"3320"	"2"	1
"3320"	"3"	1
"3320"	"5"	1
"3320"	"6"	1
"3320"	"8"	1
"3320"	"9"	1
"3320"	"11"	1
"3320"	"12"	1
"3320"	"14"	1
"3320"	"15"	1
"3321"	"2"	1
"3321"	"3"	1
"3321"	"5"	1
"3321"	"6"	1
"3321"	"8"	1
"3321"	"9"	1
"3321"	"11"	1
"3321"	"12"	1
"3321"	"14"	1
"3321"	"15"	1
"3322"	"2"	1
"3322"	"3"	1
"3322"	"4"	1
"3322"	"6"	1
"3322"	"7"	1
"3322"	"9"	1
"3322"	"10"	1
"3322"	"12"	1
"3322"	"13"	1
"3322"	"15"	1
"3323"	"2"	1
"3323"	"4"	1
"3323"	"7"	1
"3323"	"10"	1
"3323"	"12"	1
"3323"	"15"	1
"3324"	"3"	1
"3324"	"6"	1
"3324"	"9"	1
"3324"	"11"	1
"3324"	"14"	1
"3325"	"2"	1
"3325"	"5"	1
"3325"	"8"	1
"3325"	"11"	1
"3325"	"14"	1
"3326"	"5"	1
